Commodity,Date,Unit,Minimum,Maximum,Average
Pineapple,7/12/2019,1 Pc,110,120,115
Cucumber(Local),7/12/2019,Kg,55,65,60
Cucumber(Hybrid),7/12/2019,KG,30,35,32.5
Jack Fruit,7/12/2019,Kg,30,35,32.5
Papaya(Indian),7/12/2019,Kg,90,100,95
Ginger,7/12/2019,Kg,190,200,195
Chilli Dry,7/12/2019,Kg,240,250,245
Chilli Green,7/12/2019,Kg,45,50,47.5
Chilli Green(Bullet),7/12/2019,KG,50,55,52.5
Chilli Green(Machhe),7/12/2019,KG,50,55,52.5
Chilli Green(Akbare),7/12/2019,KG,180,200,190
Capsicum,7/12/2019,Kg,55,60,57.5
Garlic Green,7/12/2019,Kg,190,200,195
Coriander Green,7/12/2019,Kg,190,200,195
Garlic Dry Chinese,7/12/2019,Kg,230,240,235
Garlic Dry Nepali,7/12/2019,Kg,110,120,115
Clive Dry,7/12/2019,Kg,120,130,125
Fish Fresh(Rahu),7/12/2019,KG,250,255,252.5
Fish Fresh(Bachuwa),7/12/2019,KG,220,230,225
Fish Fresh(Chhadi),7/12/2019,KG,205,210,207.5
Fish Fresh(Mungari),7/12/2019,KG,230,240,235
Tomato Big(Indian),7/13/2019,Kg,95,100,97.5
Tomato Small(Local),7/13/2019,Kg,60,66,63
Tomato Small(Tunnel),7/13/2019,Kg,70,78,74
Potato Red(Indian),7/13/2019,KG,23,25,24
Potato Red(Mude),7/13/2019,Kg,30,33,31.5
Potato White,7/13/2019,Kg,25,27,26
Onion Dry (Indian),7/13/2019,Kg,35,37,36
Carrot(Local),7/13/2019,Kg,95,100,97.5
Cabbage(Local),7/13/2019,Kg,35,40,37.5
Cauli Local,7/13/2019,Kg,70,80,75
Raddish White(Local),7/13/2019,Kg,65,70,67.5
Raddish White(Hybrid),7/13/2019,Kg,75,80,77.5
Brinjal Long,7/13/2019,Kg,55,60,57.5
Cow pea(Long),7/13/2019,Kg,95,100,97.5
French Bean(Local),7/13/2019,Kg,130,140,135
French Bean(Hybrid),7/13/2019,Kg,130,140,135
Bitter Gourd,7/13/2019,Kg,55,60,57.5
Bottle Gourd,7/13/2019,Kg,55,60,57.5
Pointed Gourd(Local),7/13/2019,Kg,95,100,97.5
Snake Gourd,7/13/2019,Kg,55,60,57.5
Smooth Gourd,7/13/2019,Kg,95,100,97.5
Sponge Gourd,7/13/2019,Kg,55,60,57.5
Pumpkin,7/13/2019,Kg,35,40,37.5
Okara,7/13/2019,Kg,75,80,77.5
Brd Leaf Mustard,7/13/2019,Kg,90,100,95
Spinach Leaf,7/13/2019,Kg,90,100,95
Mustard Leaf,7/13/2019,Kg,80,90,85
Onion Green,7/13/2019,Kg,220,230,225
Mushroom(Kanya),7/13/2019,Kg,170,180,175
Mushroom(Button),7/13/2019,KG,460,480,470
Sugarbeet,7/13/2019,Kg,70,80,75
Lettuce,7/13/2019,Kg,90,100,95
Celery,7/13/2019,Kg,200,210,205
Parseley,7/13/2019,Kg,200,210,205
Fennel Leaf,7/13/2019,Kg,90,100,95
Mint,7/13/2019,Kg,200,210,205
Turnip A,7/13/2019,Kg,90,100,95
Tamarind,7/13/2019,Kg,130,140,135
Bamboo Shoot,7/13/2019,Kg,110,120,115
Tofu,7/13/2019,Kg,90,100,95
Gundruk,7/13/2019,Kg,280,300,290
Apple(Jholey),7/13/2019,Kg,170,180,175
Apple(Fuji),7/13/2019,KG,300,330,315
Banana,7/13/2019,Doz,90,100,95
Lime,7/13/2019,Kg,230,250,240
Pomegranate,7/13/2019,Kg,170,190,180
Mango(Maldah),7/13/2019,Kg,120,130,125
Mango(Dushari),7/13/2019,Kg,120,130,125
Water Melon(Green),7/13/2019,Kg,48,50,49
Sweet Orange,7/13/2019,Kg,180,200,190
Pineapple,7/13/2019,1 Pc,110,120,115
Cucumber(Local),7/13/2019,Kg,55,65,60
Cucumber(Hybrid),7/13/2019,KG,35,40,37.5
Jack Fruit,7/13/2019,Kg,30,40,35
Papaya(Indian),7/13/2019,Kg,80,90,85
Ginger,7/13/2019,Kg,190,200,195
Chilli Dry,7/13/2019,Kg,240,250,245
Chilli Green(Machhe),7/13/2019,KG,55,60,57.5
Capsicum,7/13/2019,Kg,55,60,57.5
Garlic Green,7/13/2019,Kg,270,300,285
Coriander Green,7/13/2019,Kg,230,240,235
Garlic Dry Chinese,7/13/2019,Kg,230,240,235
Garlic Dry Nepali,7/13/2019,Kg,110,120,115
Clive Dry,7/13/2019,Kg,130,140,135
Fish Fresh(Rahu),7/13/2019,KG,250,255,252.5
Fish Fresh(Bachuwa),7/13/2019,KG,220,230,225
Fish Fresh(Chhadi),7/13/2019,KG,200,210,205
Fish Fresh(Mungari),7/13/2019,KG,230,240,235
Tomato Big(Nepali),7/14/2019,Kg,95,100,97.5
Tomato Big(Indian),7/14/2019,Kg,95,100,97.5
Tomato Small(Local),7/14/2019,Kg,65,70,67.5
Tomato Small(Tunnel),7/14/2019,Kg,70,76,73
Potato Red,7/14/2019,Kg,33,38,35.5
Potato Red(Indian),7/14/2019,KG,23,25,24
Potato Red(Mude),7/14/2019,Kg,32,35,33.5
Potato White,7/14/2019,Kg,25,27,26
Onion Dry (Indian),7/14/2019,Kg,35,37,36
Carrot(Local),7/14/2019,Kg,95,100,97.5
Cabbage(Local),7/14/2019,Kg,35,40,37.5
Cauli Local,7/14/2019,Kg,75,85,80
Raddish White(Local),7/14/2019,Kg,65,70,67.5
Raddish White(Hybrid),7/14/2019,Kg,65,70,67.5
Brinjal Long,7/14/2019,Kg,55,60,57.5
Cow pea(Long),7/14/2019,Kg,80,90,85
Cowpea(Short),7/14/2019,Kg,75,80,77.5
French Bean(Local),7/14/2019,Kg,120,130,125
French Bean(Hybrid),7/14/2019,Kg,120,130,125
Soyabean Green,7/14/2019,Kg,75,80,77.5
Bitter Gourd,7/14/2019,Kg,55,60,57.5
Bottle Gourd,7/14/2019,Kg,55,60,57.5
Pointed Gourd(Local),7/14/2019,Kg,55,60,57.5
Snake Gourd,7/14/2019,Kg,55,60,57.5
Smooth Gourd,7/14/2019,Kg,75,80,77.5
Sponge Gourd,7/14/2019,Kg,55,60,57.5
Pumpkin,7/14/2019,Kg,35,40,37.5
Squash(Round),7/14/2019,Kg,55,60,57.5
Okara,7/14/2019,Kg,75,80,77.5
Christophine,7/14/2019,Kg,40,45,42.5
Brd Leaf Mustard,7/14/2019,Kg,50,60,55
Spinach Leaf,7/14/2019,Kg,50,60,55
Cress Leaf,7/14/2019,Kg,120,130,125
Mustard Leaf,7/14/2019,Kg,50,60,55
Onion Green,7/14/2019,Kg,190,200,195
Mushroom(Kanya),7/14/2019,Kg,150,160,155
Mushroom(Button),7/14/2019,KG,460,480,470
Neuro,7/14/2019,Kg,90,100,95
Sugarbeet,7/14/2019,Kg,70,80,75
Lettuce,7/14/2019,Kg,60,70,65
Celery,7/14/2019,Kg,160,180,170
Parseley,7/14/2019,Kg,150,160,155
Fennel Leaf,7/14/2019,Kg,60,70,65
Mint,7/14/2019,Kg,120,130,125
Turnip A,7/14/2019,Kg,50,60,55
Tamarind,7/14/2019,Kg,130,140,135
Bamboo Shoot,7/14/2019,Kg,110,120,115
Tofu,7/14/2019,Kg,90,100,95
Gundruk,7/14/2019,Kg,280,300,290
Apple(Jholey),7/14/2019,Kg,170,180,175
Apple(Fuji),7/14/2019,KG,300,330,315
Banana,7/14/2019,Doz,90,100,95
Lime,7/14/2019,Kg,230,250,240
Pomegranate,7/14/2019,Kg,250,260,255
Mango(Maldah),7/14/2019,Kg,120,130,125
Mango(Dushari),7/14/2019,Kg,120,130,125
Water Melon(Green),7/14/2019,Kg,50,55,52.5
Sweet Orange,7/14/2019,Kg,180,200,190
Pineapple,7/14/2019,1 Pc,110,120,115
Cucumber(Local),7/14/2019,Kg,60,70,65
Cucumber(Hybrid),7/14/2019,KG,35,40,37.5
Papaya(Indian),7/14/2019,Kg,80,90,85
Ginger,7/14/2019,Kg,190,200,195
Chilli Dry,7/14/2019,Kg,240,250,245
Chilli Green,7/14/2019,Kg,110,115,112.5
Chilli Green(Machhe),7/14/2019,KG,55,60,57.5
Chilli Green(Akbare),7/14/2019,KG,200,220,210
Capsicum,7/14/2019,Kg,55,60,57.5
Garlic Green,7/14/2019,Kg,190,200,195
Coriander Green,7/14/2019,Kg,250,260,255
Garlic Dry Chinese,7/14/2019,Kg,230,240,235
Garlic Dry Nepali,7/14/2019,Kg,110,120,115
Clive Dry,7/14/2019,Kg,130,140,135
Fish Fresh(Rahu),7/14/2019,KG,250,255,252.5
Fish Fresh(Bachuwa),7/14/2019,KG,220,230,225
Fish Fresh(Chhadi),7/14/2019,KG,200,210,205
Fish Fresh(Mungari),7/14/2019,KG,235,240,237.5
Tomato Big(Nepali),7/15/2019,Kg,95,100,97.5
Tomato Big(Indian),7/15/2019,Kg,95,100,97.5
Tomato Small(Local),7/15/2019,Kg,65,70,67.5
Tomato Small(Tunnel),7/15/2019,Kg,73,85,79
Potato Red,7/15/2019,Kg,35,37,36
Potato Red(Indian),7/15/2019,KG,23,25,24
Potato Red(Mude),7/15/2019,Kg,32,35,33.5
Potato White,7/15/2019,Kg,35,37,36
Onion Dry (Indian),7/15/2019,Kg,35,37,36
Carrot(Local),7/15/2019,Kg,95,100,97.5
Cabbage(Local),7/15/2019,Kg,30,35,32.5
Cauli Local,7/15/2019,Kg,55,60,57.5
Raddish White(Local),7/15/2019,Kg,60,65,62.5
Raddish White(Hybrid),7/15/2019,Kg,65,70,67.5
Brinjal Long,7/15/2019,Kg,55,60,57.5
Cow pea(Long),7/15/2019,Kg,95,100,97.5
Cowpea(Short),7/15/2019,Kg,95,100,97.5
French Bean(Local),7/15/2019,Kg,120,130,125
French Bean(Hybrid),7/15/2019,Kg,120,130,125
Soyabean Green,7/15/2019,Kg,95,100,97.5
Bitter Gourd,7/15/2019,Kg,55,60,57.5
Bottle Gourd,7/15/2019,Kg,55,60,57.5
Pointed Gourd(Local),7/15/2019,Kg,55,60,57.5
Snake Gourd,7/15/2019,Kg,45,50,47.5
Smooth Gourd,7/15/2019,Kg,55,60,57.5
Sponge Gourd,7/15/2019,Kg,55,60,57.5
Pumpkin,7/15/2019,Kg,35,40,37.5
Squash(Round),7/15/2019,Kg,55,60,57.5
Okara,7/15/2019,Kg,85,90,87.5
Christophine,7/15/2019,Kg,45,50,47.5
Brd Leaf Mustard,7/15/2019,Kg,50,60,55
Spinach Leaf,7/15/2019,Kg,50,60,55
Cress Leaf,7/15/2019,Kg,120,130,125
Mustard Leaf,7/15/2019,Kg,50,60,55
Onion Green,7/15/2019,Kg,190,200,195
Mushroom(Kanya),7/15/2019,Kg,150,160,155
Mushroom(Button),7/15/2019,KG,450,460,455
Neuro,7/15/2019,Kg,90,100,95
Sugarbeet,7/15/2019,Kg,70,80,75
Lettuce,7/15/2019,Kg,60,70,65
Celery,7/15/2019,Kg,150,160,155
Parseley,7/15/2019,Kg,150,160,155
Fennel Leaf,7/15/2019,Kg,60,70,65
Mint,7/15/2019,Kg,120,130,125
Turnip A,7/15/2019,Kg,50,60,55
Tamarind,7/15/2019,Kg,130,140,135
Bamboo Shoot,7/15/2019,Kg,110,120,115
Tofu,7/15/2019,Kg,90,100,95
Gundruk,7/15/2019,Kg,280,300,290
Apple(Jholey),7/15/2019,Kg,170,180,175
Apple(Fuji),7/15/2019,KG,300,320,310
Banana,7/15/2019,Doz,90,100,95
Lime,7/15/2019,Kg,230,250,240
Pomegranate,7/15/2019,Kg,270,280,275
Mango(Maldah),7/15/2019,Kg,140,150,145
Water Melon(Green),7/15/2019,Kg,45,50,47.5
Sweet Orange,7/15/2019,Kg,180,200,190
Pineapple,7/15/2019,1 Pc,110,120,115
Cucumber(Local),7/15/2019,Kg,60,70,65
Cucumber(Hybrid),7/15/2019,KG,45,50,47.5
Papaya(Indian),7/15/2019,Kg,80,90,85
Ginger,7/15/2019,Kg,190,200,195
Chilli Dry,7/15/2019,Kg,240,250,245
Chilli Green,7/15/2019,Kg,95,100,97.5
Chilli Green(Machhe),7/15/2019,KG,55,60,57.5
Capsicum,7/15/2019,Kg,55,60,57.5
Garlic Green,7/15/2019,Kg,190,200,195
Coriander Green,7/15/2019,Kg,190,200,195
Garlic Dry Chinese,7/15/2019,Kg,230,240,235
Garlic Dry Nepali,7/15/2019,Kg,110,120,115
Clive Dry,7/15/2019,Kg,130,140,135
Fish Fresh(Rahu),7/15/2019,KG,250,255,252.5
Fish Fresh(Bachuwa),7/15/2019,KG,220,230,225
Fish Fresh(Chhadi),7/15/2019,KG,200,210,205
Fish Fresh(Mungari),7/15/2019,KG,250,260,255
Tomato Big(Nepali),7/16/2019,Kg,95,100,97.5
Tomato Big(Indian),7/16/2019,Kg,95,100,97.5
Tomato Small(Local),7/16/2019,Kg,65,75,70
Tomato Small(Tunnel),7/16/2019,Kg,73,86,79.5
Potato Red,7/16/2019,Kg,36,38,37
Potato Red(Indian),7/16/2019,KG,23,25,24
Potato Red(Mude),7/16/2019,Kg,36,38,37
Potato White,7/16/2019,Kg,25,28,26.5
Onion Dry (Indian),7/16/2019,Kg,35,37,36
Carrot(Local),7/16/2019,Kg,95,100,97.5
Cabbage(Local),7/16/2019,Kg,40,45,42.5
Cauli Local,7/16/2019,Kg,65,70,67.5
Raddish White(Local),7/16/2019,Kg,65,70,67.5
Raddish White(Hybrid),7/16/2019,Kg,70,75,72.5
Brinjal Long,7/16/2019,Kg,55,60,57.5
Cow pea(Long),7/16/2019,Kg,100,110,105
Cowpea(Short),7/16/2019,Kg,95,100,97.5
French Bean(Local),7/16/2019,Kg,130,140,135
French Bean(Hybrid),7/16/2019,Kg,130,140,135
Soyabean Green,7/16/2019,Kg,95,100,97.5
Bitter Gourd,7/16/2019,Kg,55,60,57.5
Bottle Gourd,7/16/2019,Kg,65,70,67.5
Pointed Gourd(Local),7/16/2019,Kg,55,60,57.5
Snake Gourd,7/16/2019,Kg,50,55,52.5
Smooth Gourd,7/16/2019,Kg,65,70,67.5
Sponge Gourd,7/16/2019,Kg,50,55,52.5
Pumpkin,7/16/2019,Kg,35,40,37.5
Squash(Round),7/16/2019,Kg,55,60,57.5
Okara,7/16/2019,Kg,90,95,92.5
Christophine,7/16/2019,Kg,40,45,42.5
Brd Leaf Mustard,7/16/2019,Kg,50,60,55
Spinach Leaf,7/16/2019,Kg,50,60,55
Cress Leaf,7/16/2019,Kg,110,120,115
Mustard Leaf,7/16/2019,Kg,50,60,55
Onion Green,7/16/2019,Kg,140,150,145
Mushroom(Kanya),7/16/2019,Kg,140,150,145
Mushroom(Button),7/16/2019,KG,440,460,450
Neuro,7/16/2019,Kg,90,100,95
Sugarbeet,7/16/2019,Kg,70,80,75
Lettuce,7/16/2019,Kg,60,70,65
Celery,7/16/2019,Kg,150,160,155
Parseley,7/16/2019,Kg,150,160,155
Fennel Leaf,7/16/2019,Kg,60,70,65
Mint,7/16/2019,Kg,120,130,125
Turnip A,7/16/2019,Kg,50,60,55
Tamarind,7/16/2019,Kg,130,140,135
Bamboo Shoot,7/16/2019,Kg,110,120,115
Tofu,7/16/2019,Kg,90,100,95
Gundruk,7/16/2019,Kg,200,210,205
Apple(Jholey),7/16/2019,Kg,170,180,175
Apple(Fuji),7/16/2019,KG,300,320,310
Banana,7/16/2019,Doz,90,100,95
Lime,7/16/2019,Kg,230,250,240
Pomegranate,7/16/2019,Kg,270,280,275
Mango(Maldah),7/16/2019,Kg,130,140,135
Water Melon(Green),7/16/2019,Kg,50,55,52.5
Sweet Orange,7/16/2019,Kg,180,200,190
Pineapple,7/16/2019,1 Pc,110,120,115
Cucumber(Local),7/16/2019,Kg,95,100,97.5
Cucumber(Hybrid),7/16/2019,KG,45,50,47.5
Papaya(Indian),7/16/2019,Kg,80,90,85
Ginger,7/16/2019,Kg,190,200,195
Chilli Dry,7/16/2019,Kg,240,250,245
Chilli Green,7/16/2019,Kg,75,80,77.5
Chilli Green(Machhe),7/16/2019,KG,50,55,52.5
Chilli Green(Akbare),7/16/2019,KG,180,200,190
Capsicum,7/16/2019,Kg,55,60,57.5
Garlic Green,7/16/2019,Kg,140,150,145
Coriander Green,7/16/2019,Kg,230,240,235
Garlic Dry Chinese,7/16/2019,Kg,230,240,235
Garlic Dry Nepali,7/16/2019,Kg,110,120,115
Clive Dry,7/16/2019,Kg,130,135,132.5
Fish Fresh(Rahu),7/16/2019,KG,250,255,252.5
Fish Fresh(Bachuwa),7/16/2019,KG,220,230,225
Fish Fresh(Chhadi),7/16/2019,KG,200,210,205
Fish Fresh(Mungari),7/16/2019,KG,255,260,257.5
Tomato Big(Nepali),7/17/2019,Kg,95,100,97.5
Tomato Big(Indian),7/17/2019,Kg,95,100,97.5
Tomato Small(Local),7/17/2019,Kg,70,80,75
Tomato Small(Tunnel),7/17/2019,Kg,80,90,85
Potato Red,7/17/2019,Kg,38,40,39
Potato Red(Indian),7/17/2019,KG,23,25,24
Potato Red(Mude),7/17/2019,Kg,38,40,39
Potato White,7/17/2019,Kg,30,32,31
Onion Dry (Indian),7/17/2019,Kg,38,40,39
Carrot(Local),7/17/2019,Kg,95,100,97.5
Cabbage(Local),7/17/2019,Kg,30,35,32.5
Cauli Local,7/17/2019,Kg,75,80,77.5
Raddish White(Local),7/17/2019,Kg,55,60,57.5
Raddish White(Hybrid),7/17/2019,Kg,60,65,62.5
Brinjal Long,7/17/2019,Kg,75,80,77.5
Cow pea(Long),7/17/2019,Kg,110,120,115
Cowpea(Short),7/17/2019,Kg,100,110,105
French Bean(Local),7/17/2019,Kg,110,120,115
French Bean(Hybrid),7/17/2019,Kg,110,120,115
Soyabean Green,7/17/2019,Kg,95,100,97.5
Bitter Gourd,7/17/2019,Kg,55,60,57.5
Bottle Gourd,7/17/2019,Kg,75,80,77.5
Pointed Gourd(Local),7/17/2019,Kg,50,55,52.5
Snake Gourd,7/17/2019,Kg,45,50,47.5
Smooth Gourd,7/17/2019,Kg,75,80,77.5
Sponge Gourd,7/17/2019,Kg,60,70,65
Pumpkin,7/17/2019,Kg,35,40,37.5
Squash(Round),7/17/2019,Kg,55,60,57.5
Okara,7/17/2019,Kg,95,100,97.5
Christophine,7/17/2019,Kg,45,50,47.5
Brd Leaf Mustard,7/17/2019,Kg,50,60,55
Spinach Leaf,7/17/2019,Kg,50,60,55
Cress Leaf,7/17/2019,Kg,100,110,105
Mustard Leaf,7/17/2019,Kg,50,60,55
Onion Green,7/17/2019,Kg,130,140,135
Mushroom(Kanya),7/17/2019,Kg,170,180,175
Mushroom(Button),7/17/2019,KG,450,460,455
Neuro,7/17/2019,Kg,90,100,95
Sugarbeet,7/17/2019,Kg,70,80,75
Lettuce,7/17/2019,Kg,60,70,65
Celery,7/17/2019,Kg,150,160,155
Parseley,7/17/2019,Kg,150,160,155
Fennel Leaf,7/17/2019,Kg,50,60,55
Mint,7/17/2019,Kg,120,130,125
Turnip A,7/17/2019,Kg,50,60,55
Tamarind,7/17/2019,Kg,130,140,135
Bamboo Shoot,7/17/2019,Kg,110,120,115
Tofu,7/17/2019,Kg,90,100,95
Gundruk,7/17/2019,Kg,200,210,205
Apple(Jholey),7/17/2019,Kg,170,180,175
Apple(Fuji),7/17/2019,KG,300,310,305
Banana,7/17/2019,Doz,90,100,95
Lime,7/17/2019,Kg,230,250,240
Pomegranate,7/17/2019,Kg,220,230,225
Mango(Maldah),7/17/2019,Kg,140,150,145
Mango(Dushari),7/17/2019,Kg,140,150,145
Water Melon(Green),7/17/2019,Kg,45,50,47.5
Sweet Orange,7/17/2019,Kg,180,200,190
Pineapple,7/17/2019,1 Pc,110,120,115
Cucumber(Local),7/17/2019,Kg,100,120,110
Cucumber(Hybrid),7/17/2019,KG,45,50,47.5
Papaya(Indian),7/17/2019,Kg,80,90,85
Ginger,7/17/2019,Kg,190,200,195
Chilli Dry,7/17/2019,Kg,240,250,245
Chilli Green,7/17/2019,Kg,65,70,67.5
Chilli Green(Bullet),7/17/2019,KG,70,80,75
Chilli Green(Machhe),7/17/2019,KG,55,60,57.5
Chilli Green(Akbare),7/17/2019,KG,220,230,225
Capsicum,7/17/2019,Kg,65,70,67.5
Garlic Green,7/17/2019,Kg,120,130,125
Coriander Green,7/17/2019,Kg,180,200,190
Garlic Dry Chinese,7/17/2019,Kg,230,240,235
Garlic Dry Nepali,7/17/2019,Kg,110,120,115
Clive Dry,7/17/2019,Kg,130,140,135
Fish Fresh(Rahu),7/17/2019,KG,250,255,252.5
Fish Fresh(Bachuwa),7/17/2019,KG,220,230,225
Fish Fresh(Chhadi),7/17/2019,KG,200,210,205
Fish Fresh(Mungari),7/17/2019,KG,250,260,255
Tomato Big(Nepali),7/18/2019,Kg,90,95,92.5
Tomato Big(Indian),7/18/2019,Kg,90,95,92.5
Tomato Small(Local),7/18/2019,Kg,75,80,77.5
Tomato Small(Tunnel),7/18/2019,Kg,80,88,84
Potato Red,7/18/2019,Kg,35,40,37.5
Potato Red(Indian),7/18/2019,KG,28,30,29
Potato Red(Mude),7/18/2019,Kg,38,40,39
Potato White,7/18/2019,Kg,33,35,34
Onion Dry (Indian),7/18/2019,Kg,38,40,39
Carrot(Local),7/18/2019,Kg,95,100,97.5
Cabbage(Local),7/18/2019,Kg,30,35,32.5
Cauli Local,7/18/2019,Kg,60,65,62.5
Raddish White(Local),7/18/2019,Kg,55,60,57.5
Raddish White(Hybrid),7/18/2019,Kg,60,65,62.5
Brinjal Long,7/18/2019,Kg,70,75,72.5
Cow pea(Long),7/18/2019,Kg,110,120,115
Cowpea(Short),7/18/2019,Kg,100,110,105
French Bean(Local),7/18/2019,Kg,110,120,115
French Bean(Hybrid),7/18/2019,Kg,110,120,115
Soyabean Green,7/18/2019,Kg,100,110,105
Bitter Gourd,7/18/2019,Kg,75,80,77.5
Bottle Gourd,7/18/2019,Kg,75,80,77.5
Pointed Gourd(Local),7/18/2019,Kg,95,100,97.5
Snake Gourd,7/18/2019,Kg,55,60,57.5
Smooth Gourd,7/18/2019,Kg,80,85,82.5
Sponge Gourd,7/18/2019,Kg,55,60,57.5
Pumpkin,7/18/2019,Kg,35,40,37.5
Squash(Round),7/18/2019,Kg,65,70,67.5
Okara,7/18/2019,Kg,110,120,115
Christophine,7/18/2019,Kg,45,50,47.5
Brd Leaf Mustard,7/18/2019,Kg,70,80,75
Spinach Leaf,7/18/2019,Kg,70,80,75
Cress Leaf,7/18/2019,Kg,100,110,105
Mustard Leaf,7/18/2019,Kg,50,60,55
Onion Green,7/18/2019,Kg,130,140,135
Mushroom(Kanya),7/18/2019,Kg,170,180,175
Mushroom(Button),7/18/2019,KG,450,460,455
Neuro,7/18/2019,Kg,90,100,95
Sugarbeet,7/18/2019,Kg,70,80,75
Lettuce,7/18/2019,Kg,80,90,85
Celery,7/18/2019,Kg,150,160,155
Parseley,7/18/2019,Kg,150,160,155
Fennel Leaf,7/18/2019,Kg,80,90,85
Mint,7/18/2019,Kg,120,130,125
Turnip A,7/18/2019,Kg,60,70,65
Tamarind,7/18/2019,Kg,130,140,135
Bamboo Shoot,7/18/2019,Kg,110,120,115
Tofu,7/18/2019,Kg,90,100,95
Gundruk,7/18/2019,Kg,200,220,210
Apple(Jholey),7/18/2019,Kg,170,180,175
Apple(Fuji),7/18/2019,KG,300,310,305
Banana,7/18/2019,Doz,90,100,95
Lime,7/18/2019,Kg,230,250,240
Pomegranate,7/18/2019,Kg,250,270,260
Mango(Maldah),7/18/2019,Kg,140,150,145
Mango(Dushari),7/18/2019,Kg,140,150,145
Water Melon(Green),7/18/2019,Kg,45,50,47.5
Sweet Orange,7/18/2019,Kg,180,200,190
Pineapple,7/18/2019,1 Pc,110,120,115
Cucumber(Local),7/18/2019,Kg,110,120,115
Cucumber(Hybrid),7/18/2019,KG,45,50,47.5
Papaya(Indian),7/18/2019,Kg,80,90,85
Ginger,7/18/2019,Kg,190,200,195
Chilli Dry,7/18/2019,Kg,240,250,245
Chilli Green,7/18/2019,Kg,55,60,57.5
Chilli Green(Machhe),7/18/2019,KG,55,60,57.5
Chilli Green(Akbare),7/18/2019,KG,200,210,205
Capsicum,7/18/2019,Kg,55,60,57.5
Garlic Green,7/18/2019,Kg,140,150,145
Coriander Green,7/18/2019,Kg,140,150,145
Garlic Dry Chinese,7/18/2019,Kg,230,240,235
Garlic Dry Nepali,7/18/2019,Kg,110,120,115
Clive Dry,7/18/2019,Kg,130,140,135
Fish Fresh(Rahu),7/18/2019,KG,250,255,252.5
Fish Fresh(Bachuwa),7/18/2019,KG,220,230,225
Fish Fresh(Chhadi),7/18/2019,KG,200,210,205
Fish Fresh(Mungari),7/18/2019,KG,250,260,255
Tomato Big(Nepali),7/19/2019,Kg,90,95,92.5
Tomato Big(Indian),7/19/2019,Kg,90,95,92.5
Tomato Small(Local),7/19/2019,Kg,65,70,67.5
Tomato Small(Tunnel),7/19/2019,Kg,75,83,79
Potato Red,7/19/2019,Kg,37,40,38.5
Potato Red(Indian),7/19/2019,KG,30,32,31
Potato Red(Mude),7/19/2019,Kg,37,40,38.5
Potato White,7/19/2019,Kg,30,35,32.5
Onion Dry (Indian),7/19/2019,Kg,38,40,39
Carrot(Local),7/19/2019,Kg,95,100,97.5
Cabbage(Local),7/19/2019,Kg,25,30,27.5
Cauli Local,7/19/2019,Kg,60,65,62.5
Raddish White(Local),7/19/2019,Kg,50,55,52.5
Raddish White(Hybrid),7/19/2019,Kg,55,60,57.5
Brinjal Long,7/19/2019,Kg,75,80,77.5
Cow pea(Long),7/19/2019,Kg,110,120,115
Cowpea(Short),7/19/2019,Kg,110,120,115
French Bean(Local),7/19/2019,Kg,110,120,115
French Bean(Hybrid),7/19/2019,Kg,110,120,115
Soyabean Green,7/19/2019,Kg,110,120,115
Bitter Gourd,7/19/2019,Kg,90,95,92.5
Bottle Gourd,7/19/2019,Kg,65,70,67.5
Pointed Gourd(Local),7/19/2019,Kg,75,80,77.5
Snake Gourd,7/19/2019,Kg,45,50,47.5
Smooth Gourd,7/19/2019,Kg,75,80,77.5
Sponge Gourd,7/19/2019,Kg,65,70,67.5
Pumpkin,7/19/2019,Kg,35,40,37.5
Squash(Round),7/19/2019,Kg,55,60,57.5
Okara,7/19/2019,Kg,110,120,115
Christophine,7/19/2019,Kg,35,40,37.5
Brd Leaf Mustard,7/19/2019,Kg,60,70,65
Spinach Leaf,7/19/2019,Kg,60,70,65
Cress Leaf,7/19/2019,Kg,100,110,105
Mustard Leaf,7/19/2019,Kg,60,70,65
Onion Green,7/19/2019,Kg,120,130,125
Mushroom(Kanya),7/19/2019,Kg,150,160,155
Mushroom(Button),7/19/2019,KG,450,460,455
Neuro,7/19/2019,Kg,90,100,95
Sugarbeet,7/19/2019,Kg,70,80,75
Lettuce,7/19/2019,Kg,70,80,75
Celery,7/19/2019,Kg,150,160,155
Parseley,7/19/2019,Kg,150,160,155
Fennel Leaf,7/19/2019,Kg,70,80,75
Mint,7/19/2019,Kg,110,120,115
Turnip A,7/19/2019,Kg,60,70,65
Tamarind,7/19/2019,Kg,130,140,135
Bamboo Shoot,7/19/2019,Kg,110,120,115
Tofu,7/19/2019,Kg,90,100,95
Gundruk,7/19/2019,Kg,200,210,205
Apple(Jholey),7/19/2019,Kg,170,180,175
Apple(Fuji),7/19/2019,KG,300,310,305
Banana,7/19/2019,Doz,90,100,95
Lime,7/19/2019,Kg,230,250,240
Pomegranate,7/19/2019,Kg,250,260,255
Mango(Maldah),7/19/2019,Kg,140,150,145
Mango(Dushari),7/19/2019,Kg,140,150,145
Water Melon(Green),7/19/2019,Kg,45,50,47.5
Sweet Orange,7/19/2019,Kg,180,200,190
Pineapple,7/19/2019,1 Pc,110,120,115
Cucumber(Local),7/19/2019,Kg,110,120,115
Cucumber(Hybrid),7/19/2019,KG,60,70,65
Papaya(Indian),7/19/2019,Kg,80,90,85
